Year;Country;Source;Emission
1980;Thailand;Industrial Processes and Product Use;3.32000
1981;Thailand;Industrial Processes and Product Use;3.74000
1982;Thailand;Industrial Processes and Product Use;3.89000
1983;Thailand;Industrial Processes and Product Use;4.18000
1984;Thailand;Industrial Processes and Product Use;4.73000
1985;Thailand;Industrial Processes and Product Use;6.06000
1986;Thailand;Industrial Processes and Product Use;6.29000
1987;Thailand;Industrial Processes and Product Use;7.37000
1988;Thailand;Industrial Processes and Product Use;8.22000
1989;Thailand;Industrial Processes and Product Use;9.86000
1990;Thailand;Industrial Processes and Product Use;11.30000
1991;Thailand;Industrial Processes and Product Use;11.40000
1992;Thailand;Industrial Processes and Product Use;13.10000
1993;Thailand;Industrial Processes and Product Use;15.10000
1994;Thailand;Industrial Processes and Product Use;16.40000
1995;Thailand;Industrial Processes and Product Use;18.50000
1996;Thailand;Industrial Processes and Product Use;20.30000
1997;Thailand;Industrial Processes and Product Use;19.80000
1998;Thailand;Industrial Processes and Product Use;13.70000
1999;Thailand;Industrial Processes and Product Use;15.00000
2000;Thailand;Industrial Processes and Product Use;15.20000
2001;Thailand;Industrial Processes and Product Use;16.30000
2002;Thailand;Industrial Processes and Product Use;18.00000
2003;Thailand;Industrial Processes and Product Use;19.20000
2004;Thailand;Industrial Processes and Product Use;21.20000
2005;Thailand;Industrial Processes and Product Use;22.60000
2006;Thailand;Industrial Processes and Product Use;23.60000
2007;Thailand;Industrial Processes and Product Use;22.40000
2008;Thailand;Industrial Processes and Product Use;21.50000
2009;Thailand;Industrial Processes and Product Use;22.60000
2010;Thailand;Industrial Processes and Product Use;21.00000
2011;Thailand;Industrial Processes and Product Use;22.00000
2012;Thailand;Industrial Processes and Product Use;22.60000
2013;Thailand;Industrial Processes and Product Use;24.80000
2014;Thailand;Industrial Processes and Product Use;24.50000
2015;Thailand;Industrial Processes and Product Use;25.10000
2016;Thailand;Industrial Processes and Product Use;26.90000
2017;Thailand;Industrial Processes and Product Use;27.20000
2018;Thailand;Industrial Processes and Product Use;27.40000
1850;Thailand;Waste;0.32800
1851;Thailand;Waste;0.32700
1852;Thailand;Waste;0.32700
1853;Thailand;Waste;0.32600
1854;Thailand;Waste;0.32600
1855;Thailand;Waste;0.32500
1856;Thailand;Waste;0.32500
1857;Thailand;Waste;0.32500
1858;Thailand;Waste;0.32400
1859;Thailand;Waste;0.32400
1860;Thailand;Waste;0.32400
1861;Thailand;Waste;0.32400
1862;Thailand;Waste;0.32400
1863;Thailand;Waste;0.32400
1864;Thailand;Waste;0.32400
1865;Thailand;Waste;0.32400
1866;Thailand;Waste;0.32400
1867;Thailand;Waste;0.32400
1868;Thailand;Waste;0.32400
1869;Thailand;Waste;0.32400
1870;Thailand;Waste;0.32400
1871;Thailand;Waste;0.32400
1872;Thailand;Waste;0.32600
1873;Thailand;Waste;0.32900
1874;Thailand;Waste;0.33200
1875;Thailand;Waste;0.33600
1876;Thailand;Waste;0.34000
1877;Thailand;Waste;0.34300
1878;Thailand;Waste;0.34700
1879;Thailand;Waste;0.35000
1880;Thailand;Waste;0.35300
1881;Thailand;Waste;0.35500
1882;Thailand;Waste;0.35700
1883;Thailand;Waste;0.35900
1884;Thailand;Waste;0.36100
1885;Thailand;Waste;0.36300
1886;Thailand;Waste;0.36600
1887;Thailand;Waste;0.36800
1888;Thailand;Waste;0.37000
1889;Thailand;Waste;0.37200
1890;Thailand;Waste;0.38000
1891;Thailand;Waste;0.38500
1892;Thailand;Waste;0.39100
1893;Thailand;Waste;0.39600
1894;Thailand;Waste;0.40200
1895;Thailand;Waste;0.40800
1896;Thailand;Waste;0.41500
1897;Thailand;Waste;0.42100
1898;Thailand;Waste;0.42800
1899;Thailand;Waste;0.43400
1900;Thailand;Waste;0.44100
1901;Thailand;Waste;0.44800
1902;Thailand;Waste;0.45500
1903;Thailand;Waste;0.46300
1904;Thailand;Waste;0.47100
1905;Thailand;Waste;0.47900
1906;Thailand;Waste;0.48700
1907;Thailand;Waste;0.49600
1908;Thailand;Waste;0.50400
1909;Thailand;Waste;0.51300
1910;Thailand;Waste;0.52100
1911;Thailand;Waste;0.53000
1912;Thailand;Waste;0.53700
1913;Thailand;Waste;0.54500
1914;Thailand;Waste;0.55300
1915;Thailand;Waste;0.56100
1916;Thailand;Waste;0.57000
1917;Thailand;Waste;0.57900
1918;Thailand;Waste;0.59000
1919;Thailand;Waste;0.60200
1920;Thailand;Waste;0.61500
1921;Thailand;Waste;0.63300
1922;Thailand;Waste;0.65700
1923;Thailand;Waste;0.68700
1924;Thailand;Waste;0.72100
1925;Thailand;Waste;0.75800
1926;Thailand;Waste;0.79900
1927;Thailand;Waste;0.84300
1928;Thailand;Waste;0.88800
1929;Thailand;Waste;0.93400
1930;Thailand;Waste;0.98000
1931;Thailand;Waste;1.03000
1932;Thailand;Waste;1.08000
1933;Thailand;Waste;1.13000
1934;Thailand;Waste;1.19000
1935;Thailand;Waste;1.25000
1936;Thailand;Waste;1.31000
1937;Thailand;Waste;1.38000
1938;Thailand;Waste;1.45000
1939;Thailand;Waste;1.53000
1940;Thailand;Waste;1.61000
1941;Thailand;Waste;1.70000
1942;Thailand;Waste;1.80000
1943;Thailand;Waste;1.92000
1944;Thailand;Waste;2.04000
1945;Thailand;Waste;2.17000
1946;Thailand;Waste;2.31000
1947;Thailand;Waste;2.44000
1948;Thailand;Waste;2.58000
1949;Thailand;Waste;2.72000
1950;Thailand;Waste;2.85000
1951;Thailand;Waste;2.97000
1952;Thailand;Waste;3.10000
1953;Thailand;Waste;3.22000
1954;Thailand;Waste;3.35000
1955;Thailand;Waste;3.47000
1956;Thailand;Waste;3.60000
1957;Thailand;Waste;3.74000
1958;Thailand;Waste;3.88000
1959;Thailand;Waste;4.03000
1960;Thailand;Waste;4.18000
1961;Thailand;Waste;4.36000
1962;Thailand;Waste;4.55000
1963;Thailand;Waste;4.76000
1964;Thailand;Waste;4.97000
1965;Thailand;Waste;5.20000
1966;Thailand;Waste;5.42000
1967;Thailand;Waste;5.64000
1968;Thailand;Waste;5.86000
1969;Thailand;Waste;6.06000
1970;Thailand;Waste;6.07000
1971;Thailand;Waste;6.41000
1972;Thailand;Waste;6.64000
1973;Thailand;Waste;6.88000
1974;Thailand;Waste;7.08000
1975;Thailand;Waste;7.29000
1976;Thailand;Waste;7.54000
1977;Thailand;Waste;7.80000
1978;Thailand;Waste;8.00000
1979;Thailand;Waste;8.21000
1980;Thailand;Waste;8.40000
1981;Thailand;Waste;8.62000
1982;Thailand;Waste;8.83000
1983;Thailand;Waste;9.02000
1984;Thailand;Waste;9.19000
1985;Thailand;Waste;9.46000
1986;Thailand;Waste;9.64000
1987;Thailand;Waste;9.83000
1988;Thailand;Waste;10.10000
1989;Thailand;Waste;10.30000
1990;Thailand;Waste;10.50000
1991;Thailand;Waste;10.70000
1992;Thailand;Waste;10.90000
1993;Thailand;Waste;11.00000
1994;Thailand;Waste;11.10000
1995;Thailand;Waste;11.50000
1996;Thailand;Waste;12.10000
1997;Thailand;Waste;12.40000
1998;Thailand;Waste;12.60000
1999;Thailand;Waste;13.10000
2000;Thailand;Waste;13.30000
2001;Thailand;Waste;13.80000
2002;Thailand;Waste;14.10000
2003;Thailand;Waste;14.40000
2004;Thailand;Waste;14.60000
2005;Thailand;Waste;14.80000
2006;Thailand;Waste;15.20000
2007;Thailand;Waste;15.60000
2008;Thailand;Waste;15.60000
2009;Thailand;Waste;16.50000
2010;Thailand;Waste;16.70000
2011;Thailand;Waste;17.00000
2012;Thailand;Waste;17.20000
2013;Thailand;Waste;17.40000
2014;Thailand;Waste;17.50000
2015;Thailand;Waste;17.60000
2016;Thailand;Waste;18.20000
2017;Thailand;Waste;18.50000
2018;Thailand;Waste;18.80000
1850;Thailand;Agriculture;2.43000
1851;Thailand;Agriculture;2.72000
1852;Thailand;Agriculture;3.00000
1853;Thailand;Agriculture;3.28000
1854;Thailand;Agriculture;3.55000
1855;Thailand;Agriculture;3.82000
1856;Thailand;Agriculture;4.08000
1857;Thailand;Agriculture;4.33000
1858;Thailand;Agriculture;4.58000
1859;Thailand;Agriculture;4.82000
1860;Thailand;Agriculture;5.06000
1861;Thailand;Agriculture;5.29000
1862;Thailand;Agriculture;5.52000
1863;Thailand;Agriculture;5.74000
1864;Thailand;Agriculture;5.96000
1865;Thailand;Agriculture;6.17000
1866;Thailand;Agriculture;6.37000
1867;Thailand;Agriculture;6.57000
1868;Thailand;Agriculture;6.77000
1869;Thailand;Agriculture;6.96000
1870;Thailand;Agriculture;7.14000
1871;Thailand;Agriculture;7.32000
1872;Thailand;Agriculture;7.51000
1873;Thailand;Agriculture;7.69000
1874;Thailand;Agriculture;7.87000
1875;Thailand;Agriculture;8.05000
1876;Thailand;Agriculture;8.23000
1877;Thailand;Agriculture;8.39000
1878;Thailand;Agriculture;8.55000
1879;Thailand;Agriculture;8.70000
1880;Thailand;Agriculture;8.84000
1881;Thailand;Agriculture;8.97000
1882;Thailand;Agriculture;9.09000
1883;Thailand;Agriculture;9.20000
1884;Thailand;Agriculture;9.31000
1885;Thailand;Agriculture;9.42000
1886;Thailand;Agriculture;9.51000
1887;Thailand;Agriculture;9.60000
1888;Thailand;Agriculture;9.69000
1889;Thailand;Agriculture;9.77000
1890;Thailand;Agriculture;10.30000
1891;Thailand;Agriculture;10.30000
1892;Thailand;Agriculture;10.40000
1893;Thailand;Agriculture;10.50000
1894;Thailand;Agriculture;10.70000
1895;Thailand;Agriculture;10.80000
1896;Thailand;Agriculture;11.00000
1897;Thailand;Agriculture;11.10000
1898;Thailand;Agriculture;11.30000
1899;Thailand;Agriculture;11.50000
1900;Thailand;Agriculture;11.70000
1901;Thailand;Agriculture;11.90000
1902;Thailand;Agriculture;12.10000
1903;Thailand;Agriculture;12.40000
1904;Thailand;Agriculture;12.70000
1905;Thailand;Agriculture;13.00000
1906;Thailand;Agriculture;13.30000
1907;Thailand;Agriculture;13.60000
1908;Thailand;Agriculture;14.00000
1909;Thailand;Agriculture;14.40000
1910;Thailand;Agriculture;14.80000
1911;Thailand;Agriculture;15.30000
1912;Thailand;Agriculture;15.80000
1913;Thailand;Agriculture;16.50000
1914;Thailand;Agriculture;17.10000
1915;Thailand;Agriculture;17.90000
1916;Thailand;Agriculture;18.60000
1917;Thailand;Agriculture;19.40000
1918;Thailand;Agriculture;20.20000
1919;Thailand;Agriculture;21.00000
1920;Thailand;Agriculture;21.80000
1921;Thailand;Agriculture;22.80000
1922;Thailand;Agriculture;24.10000
1923;Thailand;Agriculture;25.70000
1924;Thailand;Agriculture;27.30000
1925;Thailand;Agriculture;29.00000
1926;Thailand;Agriculture;30.70000
1927;Thailand;Agriculture;32.10000
1928;Thailand;Agriculture;33.40000
1929;Thailand;Agriculture;34.30000
1930;Thailand;Agriculture;34.70000
1931;Thailand;Agriculture;34.80000
1932;Thailand;Agriculture;34.50000
1933;Thailand;Agriculture;34.00000
1934;Thailand;Agriculture;33.40000
1935;Thailand;Agriculture;32.60000
1936;Thailand;Agriculture;31.80000
1937;Thailand;Agriculture;31.10000
1938;Thailand;Agriculture;30.50000
1939;Thailand;Agriculture;30.10000
1940;Thailand;Agriculture;30.00000
1941;Thailand;Agriculture;30.10000
1942;Thailand;Agriculture;30.30000
1943;Thailand;Agriculture;30.80000
1944;Thailand;Agriculture;31.30000
1945;Thailand;Agriculture;31.90000
1946;Thailand;Agriculture;32.50000
1947;Thailand;Agriculture;33.10000
1948;Thailand;Agriculture;33.60000
1949;Thailand;Agriculture;34.10000
1950;Thailand;Agriculture;34.40000
1951;Thailand;Agriculture;34.80000
1952;Thailand;Agriculture;35.50000
1953;Thailand;Agriculture;36.50000
1954;Thailand;Agriculture;37.60000
1955;Thailand;Agriculture;38.70000
1956;Thailand;Agriculture;40.00000
1957;Thailand;Agriculture;41.20000
1958;Thailand;Agriculture;42.30000
1959;Thailand;Agriculture;43.20000
1960;Thailand;Agriculture;44.00000
1961;Thailand;Agriculture;43.30000
1962;Thailand;Agriculture;45.60000
1963;Thailand;Agriculture;45.60000
1964;Thailand;Agriculture;45.30000
1965;Thailand;Agriculture;45.50000
1966;Thailand;Agriculture;50.70000
1967;Thailand;Agriculture;47.30000
1968;Thailand;Agriculture;50.10000
1969;Thailand;Agriculture;52.00000
1970;Thailand;Agriculture;51.00000
1971;Thailand;Agriculture;51.00000
1972;Thailand;Agriculture;49.30000
1973;Thailand;Agriculture;53.50000
1974;Thailand;Agriculture;51.70000
1975;Thailand;Agriculture;56.00000
1976;Thailand;Agriculture;56.50000
1977;Thailand;Agriculture;59.00000
1978;Thailand;Agriculture;61.00000
1979;Thailand;Agriculture;59.00000
1980;Thailand;Agriculture;60.00000
1981;Thailand;Agriculture;61.80000
1982;Thailand;Agriculture;62.10000
1983;Thailand;Agriculture;66.50000
1984;Thailand;Agriculture;66.10000
1985;Thailand;Agriculture;67.00000
1986;Thailand;Agriculture;64.80000
1987;Thailand;Agriculture;64.60000
1988;Thailand;Agriculture;68.00000
1989;Thailand;Agriculture;68.00000
1990;Thailand;Agriculture;64.20000
1991;Thailand;Agriculture;66.60000
1992;Thailand;Agriculture;68.20000
1993;Thailand;Agriculture;69.30000
1994;Thailand;Agriculture;69.30000
1995;Thailand;Agriculture;67.30000
1996;Thailand;Agriculture;66.70000
1997;Thailand;Agriculture;67.50000
1998;Thailand;Agriculture;64.90000
1999;Thailand;Agriculture;66.50000
2000;Thailand;Agriculture;64.30000
2001;Thailand;Agriculture;65.90000
2002;Thailand;Agriculture;65.10000
2003;Thailand;Agriculture;69.10000
2004;Thailand;Agriculture;68.40000
2005;Thailand;Agriculture;69.10000
2006;Thailand;Agriculture;69.40000
2007;Thailand;Agriculture;74.00000
2008;Thailand;Agriculture;73.50000
2009;Thailand;Agriculture;77.30000
2010;Thailand;Agriculture;81.10000
2011;Thailand;Agriculture;79.80000
2012;Thailand;Agriculture;79.40000
2013;Thailand;Agriculture;77.30000
2014;Thailand;Agriculture;71.30000
2015;Thailand;Agriculture;65.60000
2016;Thailand;Agriculture;61.90000
2017;Thailand;Agriculture;71.60000
2018;Thailand;Agriculture;69.70000
1850;Thailand;Other;0.00000
1851;Thailand;Other;0.00294
1852;Thailand;Other;0.00587
1853;Thailand;Other;0.00881
1854;Thailand;Other;0.01170
1855;Thailand;Other;0.01470
1856;Thailand;Other;0.01760
1857;Thailand;Other;0.02060
1858;Thailand;Other;0.02350
1859;Thailand;Other;0.02640
1860;Thailand;Other;0.02940
1861;Thailand;Other;0.03230
1862;Thailand;Other;0.03520
1863;Thailand;Other;0.03820
1864;Thailand;Other;0.04110
1865;Thailand;Other;0.04400
1866;Thailand;Other;0.04700
1867;Thailand;Other;0.04990
1868;Thailand;Other;0.05290
1869;Thailand;Other;0.05580
1870;Thailand;Other;0.05870
1871;Thailand;Other;0.06170
1872;Thailand;Other;0.06460
1873;Thailand;Other;0.06750
1874;Thailand;Other;0.07050
1875;Thailand;Other;0.07340
1876;Thailand;Other;0.07630
1877;Thailand;Other;0.07930
1878;Thailand;Other;0.08220
1879;Thailand;Other;0.08520
1880;Thailand;Other;0.08810
1881;Thailand;Other;0.09100
1882;Thailand;Other;0.09400
1883;Thailand;Other;0.09690
1884;Thailand;Other;0.09980
1885;Thailand;Other;0.10300
1886;Thailand;Other;0.10600
1887;Thailand;Other;0.10900
1888;Thailand;Other;0.11200
1889;Thailand;Other;0.11500
1890;Thailand;Other;0.11700
1891;Thailand;Other;0.12000
1892;Thailand;Other;0.12300
1893;Thailand;Other;0.12600
1894;Thailand;Other;0.12900
1895;Thailand;Other;0.13200
1896;Thailand;Other;0.13500
1897;Thailand;Other;0.13800
1898;Thailand;Other;0.14100
1899;Thailand;Other;0.14400
1900;Thailand;Other;0.14700
1901;Thailand;Other;0.15000
1902;Thailand;Other;0.15300
1903;Thailand;Other;0.15600
1904;Thailand;Other;0.15900
1905;Thailand;Other;0.16100
1906;Thailand;Other;0.16400
1907;Thailand;Other;0.16700
1908;Thailand;Other;0.17000
1909;Thailand;Other;0.17300
1910;Thailand;Other;0.17600
1911;Thailand;Other;0.17900
1912;Thailand;Other;0.18200
1913;Thailand;Other;0.18500
1914;Thailand;Other;0.18800
1915;Thailand;Other;0.19100
1916;Thailand;Other;0.19400
1917;Thailand;Other;0.19700
1918;Thailand;Other;0.20000
1919;Thailand;Other;0.20300
1920;Thailand;Other;0.20600
1921;Thailand;Other;0.20800
1922;Thailand;Other;0.21100
1923;Thailand;Other;0.21400
1924;Thailand;Other;0.21700
1925;Thailand;Other;0.22000
1926;Thailand;Other;0.22300
1927;Thailand;Other;0.22600
1928;Thailand;Other;0.22900
1929;Thailand;Other;0.23200
1930;Thailand;Other;0.23500
1931;Thailand;Other;0.23800
1932;Thailand;Other;0.24100
1933;Thailand;Other;0.24400
1934;Thailand;Other;0.24700
1935;Thailand;Other;0.25000
1936;Thailand;Other;0.25300
1937;Thailand;Other;0.25500
1938;Thailand;Other;0.25800
1939;Thailand;Other;0.26100
1940;Thailand;Other;0.26400
1941;Thailand;Other;0.26700
1942;Thailand;Other;0.27000
1943;Thailand;Other;0.27300
1944;Thailand;Other;0.27600
1945;Thailand;Other;0.27900
1946;Thailand;Other;0.28200
1947;Thailand;Other;0.28500
1948;Thailand;Other;0.28800
1949;Thailand;Other;0.29100
1950;Thailand;Other;0.29400
1951;Thailand;Other;0.29700
1952;Thailand;Other;0.29900
1953;Thailand;Other;0.30200
1954;Thailand;Other;0.30500
1955;Thailand;Other;0.30800
1956;Thailand;Other;0.31100
1957;Thailand;Other;0.31400
1958;Thailand;Other;0.31700
1959;Thailand;Other;0.32000
1960;Thailand;Other;0.32300
1961;Thailand;Other;0.32600
1962;Thailand;Other;0.32900
1963;Thailand;Other;0.33200
1964;Thailand;Other;0.33500
1965;Thailand;Other;0.33800
1966;Thailand;Other;0.34100
1967;Thailand;Other;0.34400
1968;Thailand;Other;0.34600
1969;Thailand;Other;0.34900
1970;Thailand;Other;0.43700
1971;Thailand;Other;0.43600
1972;Thailand;Other;0.45500
1973;Thailand;Other;0.47500
1974;Thailand;Other;0.47800
1975;Thailand;Other;0.51300
1976;Thailand;Other;0.55400
1977;Thailand;Other;0.58800
1978;Thailand;Other;0.60800
1979;Thailand;Other;0.64200
1980;Thailand;Other;0.64000
1981;Thailand;Other;0.64600
1982;Thailand;Other;0.64700
1983;Thailand;Other;0.57600
1984;Thailand;Other;0.63600
1985;Thailand;Other;0.69200
1986;Thailand;Other;0.74700
1987;Thailand;Other;0.80700
1988;Thailand;Other;0.87300
1989;Thailand;Other;1.03000
1990;Thailand;Other;1.14000
1991;Thailand;Other;1.21000
1992;Thailand;Other;1.24000
1993;Thailand;Other;1.27000
1994;Thailand;Other;1.33000
1995;Thailand;Other;1.44000
1996;Thailand;Other;1.48000
1997;Thailand;Other;1.44000
1998;Thailand;Other;1.29000
1999;Thailand;Other;1.32000
2000;Thailand;Other;1.29000
